id,pop,acc,fam,sex,bodymass,cox,hoad,cs,ldh,hk,pk
ln_f1_249_1e,ln,hx,f,f,19.98,28.327386,34.422304,31.80950667,499.0400427,5.6521696,100.0882027
ln_f1_249_2f,ln,hx,f,f,20.47,29.376706,54.50901867,38.96070367,539.8089387,9.910838933,97.154176
ln_f1_242_2b,ln,hx,a,m,17.94,35.155056,34.256656,17.96662733,411.6212053,5.852029867,109.366656
ln_f1_242_3c,ln,hx,a,m,19.23,32.26422667,54.20045867,28.59216125,437.6831573,6.8594512,123.9025387
ln_f1_250_l,ln,hx,g,m,19.3,39.847218,144.1841333,43.69994383,561.5575467,9.477447467,109.275712
ln_f1_250_o,ln,hx,g,f,14.04,22.33586333,36.85722133,30.94494567,634.5206187,5.358117333,106.1013333
ln_f1_250_m,ln,hx,g,f,14.05,20.54209333,51.85432,22.62664083,646.3606613,6.569296533,123.6686827
me_f1_244_a,me,hx,b,f,20.18,38.38053333,71.71042667,25.99625,514.4485547,9.371346133,93.34968533
me_f1_247_h,me,hx,e,f,17.17,17.156382,33.16641067,12.528707,680.6075733,5.774944,94.79396267
me_f1_247_g,me,hx,e,f,19.14,33.490324,50.35915733,41.6043985,440.8272213,9.8797664,99.343328
me_f1_246_e,me,hx,d,m,23.46,24.107418,44.64484267,33.16774883,414.6093653,5.8184672,107.158016
me_f1_246_f,me,hx,d,m,21.19,32.32094667,64.112272,29.882318,493.8085973,6.731046933,94.56660267
me_f1_245_h,me,hx,c,m,24.55,19.72627067,43.185408,25.4778105,202.2421333,5.059301333,54.13333333
me_f1_245_i,me,hx,c,m,23.62,15.501576,45.598672,17.4620525,257.50144,5.9214288,115.0528213
ln_f1_250_x,ln,nx,g,m,26.99,30.964866,64.875552,48.21140733,757.017856,5.8379552,137.1868587
ln_f1_250_y,ln,nx,g,m,18.8,36.37831733,54.65193067,34.00507567,463.9616427,6.9237616,98.37109333
ln_f1_250_z,ln,nx,g,m,18.55,30.53048533,39.16005333,20.247365,719.0898773,5.109212267,110.8629013
ln_f1_250_al,ln,nx,g,f,19.78,29.16589667,53.29210133,15.72748367,422.915584,5.062549333,81.79979733
ln_f1_250_ab,ln,nx,g,f,14.8,28.23616133,38.74755733,35.71042967,528.202752,7.364082133,114.0394453
me_f1_247_u,me,nx,e,m,22.05,23.77466067,48.76005867,37.41924983,407.0220373,7.710968533,119.7710827
me_f1_247_v,me,nx,e,m,19.8,21.06060867,35.33282667,17.35757233,371.5365547,6.4346128,79.647456
me_f1_245_n,me,nx,c,f,26.52,23.76757067,61.85274667,38.863651,403.0984533,10.18746027,95.51285333
me_f1_246_q,me,nx,d,f,17.89,23.16113933,48.67019733,30.877603,421.9974827,9.9547952,95.43057067
me_f1_246_r,me,nx,d,f,18.37,35.53413467,54.056464,41.62866167,609.168896,6.0191936,95.07978667
